## header:
##   title: Sn120(n,x) nuclear model parameters
##   source: TALYS-2.2
##   user: Arjan Koning
##   date: 2026-01-01
##   format: YANDF-0.4
## target:
##   Z: 50
##   A: 120
##   nuclide: Sn120 
## residual:
##   Z: 50
##   A: 121
##   nuclide: Sn121 
## parameters: 
##   level density
a                50 121  15.56454
aadjust          50 121   1.00000
gammald          50 121   0.08756
pair             50 121   1.09091
Exmatchadjust    49 118   1.00000   0
Ntop             49 118  15   0
Nlow             49 118   3   0
s2adjust         49 118   1.00000   0
ctable           49 118   0.00000   0
ptable           49 118   0.00000   0
ctableadjust     49 118   0.00000   0
ptableadjust     49 118   0.00000   0
Ufermi           49 118  30.00000   0
cfermi           49 118   5.00000   0
g                49 118   7.86667
gp               49 118   3.26667
gn               49 118   4.60000
gnadjust         49 118   1.00000
gpadjust         49 118   1.00000
gadjust          49 118   1.00000
Risomer          49 118   1.00000
## parameters: 
##   photon strength function
gamgam           49 118   0.00000
gamgamadjust     49 118   1.00000
etable           49 118   0.00000 E1
ftable           49 118   1.00000 E1
wtable           49 118   1.08100 E1
etableadjust     49 118   0.00000 E1
ftableadjust     49 118   1.00000 E1
wtableadjust     49 118   1.00000 E1
upbendc          49 118 3.50000E-08 M1
upbende          49 118 8.00000E-01 M1
upbendf          49 118 6.00000E+00 M1
upbendcadjust    49 118 1.00000E+00 M1
upbendeadjust    49 118 1.00000E+00 M1
upbendfadjust    49 118 1.00000E+00 M1
sgr              49 118   1.598 M1
egr              49 118   8.128 M1
ggr              49 118   4.000 M1
sgradjust        49 118   1.000 M1
egradjust        49 118   1.000 M1
ggradjust        49 118   1.000 M1
etable           49 118   0.00000 E2
ftable           49 118   1.00000 E2
wtable           49 118   1.00000 E2
etableadjust     49 118   0.00000 E2
ftableadjust     49 118   1.00000 E2
wtableadjust     49 118   1.00000 E2
upbendc          49 118 0.00000E+00 M2
upbende          49 118 0.00000E+00 M2
upbendf          49 118 0.00000E+00 M2
upbendcadjust    49 118 1.00000E+00 M2
upbendeadjust    49 118 1.00000E+00 M2
upbendfadjust    49 118 1.00000E+00 M2
sgr              49 118   0.001 M2
egr              49 118   8.128 M2
ggr              49 118   4.000 M2
sgradjust        49 118   1.000 M2
egradjust        49 118   1.000 M2
ggradjust        49 118   1.000 M2
## residual:
##   Z: 48
##   A: 118
##   nuclide: Cd118 
## parameters: 
##   level density
a                48 118  17.36561
aadjust          48 118   1.00000
gammald          48 118   0.08830
pair             48 118   2.20938
Pshift           48 118   0.00000   0
Pshiftadjust     48 118   0.00000   0
deltaW           48 118   2.34361   0
T                48 118   0.56854   0
E0               48 118   0.86538   0
Exmatch          48 118   5.76232   0
Tadjust          48 118   1.00000   0
E0adjust         48 118   1.00000   0
Exmatchadjust    48 118   1.00000   0
Ntop             48 118  18   0
Nlow             48 118   7   0
s2adjust         48 118   1.00000   0
ctable           48 118   0.00000   0
ptable           48 118   0.00000   0
ctableadjust     48 118   0.00000   0
ptableadjust     48 118   0.00000   0
Ufermi           48 118  30.00000   0
cfermi           48 118   5.00000   0
g                48 118   7.86667
gp               48 118   3.20000
gn               48 118   4.66667
gnadjust         48 118   1.00000
gpadjust         48 118   1.00000
gadjust          48 118   1.00000
Risomer          48 118   1.00000
## parameters: 
##   photon strength function
gamgam           48 118   0.00000
gamgamadjust     48 118   1.00000
etable           48 118   0.00000 E1
ftable           48 118   1.00000 E1
wtable           48 118   1.08100 E1
etableadjust     48 118   0.00000 E1
ftableadjust     48 118   1.00000 E1
wtableadjust     48 118   1.00000 E1
upbendc          48 118 3.50000E-08 M1
upbende          48 118 8.00000E-01 M1
upbendf          48 118 6.00000E+00 M1
upbendcadjust    48 118 1.00000E+00 M1
upbendeadjust    48 118 1.00000E+00 M1
upbendfadjust    48 118 1.00000E+00 M1
sgr              48 118   1.598 M1
egr              48 118   8.128 M1
ggr              48 118   4.000 M1
sgradjust        48 118   1.000 M1
egradjust        48 118   1.000 M1
ggradjust        48 118   1.000 M1
etable           48 118   0.00000 E2
ftable           48 118   1.00000 E2
wtable           48 118   1.00000 E2
etableadjust     48 118   0.00000 E2
ftableadjust     48 118   1.00000 E2
wtableadjust     48 118   1.00000 E2
upbendc          48 118 0.00000E+00 M2
upbende          48 118 0.00000E+00 M2
upbendf          48 118 0.00000E+00 M2
upbendcadjust    48 118 1.00000E+00 M2
upbendeadjust    48 118 1.00000E+00 M2
upbendfadjust    48 118 1.00000E+00 M2
sgr              48 118   0.001 M2
egr              48 118   8.128 M2
ggr              48 118   4.000 M2
sgradjust        48 118   1.000 M2
egradjust        48 118   1.000 M2
ggradjust        48 118   1.000 M2
## residual:
##   Z: 48
##   A: 117
##   nuclide: Cd117 
## parameters: 
##   level density
a                48 117  17.77791
aadjust          48 117   1.00000
gammald          48 117   0.08855
pair             48 117   1.10940
Pshift           48 117   0.00000   0
Pshiftadjust     48 117   0.00000   0
deltaW           48 117   2.93034   0
T                48 117   0.65278   0
E0               48 117  -1.22545   0
Exmatch          48 117   6.02425   0
Tadjust          48 117   1.00000   0
E0adjust         48 117   1.00000   0
Exmatchadjust    48 117   1.00000   0
Ntop             48 117  16   0
Nlow             48 117   7   0
s2adjust         48 117   1.00000   0
ctable           48 117   0.00000   0
ptable           48 117   0.00000   0
ctableadjust     48 117   0.00000   0
ptableadjust     48 117   0.00000   0
Ufermi           48 117  30.00000   0
cfermi           48 117   5.00000   0
D0               48 117 7.04000E+02
g                48 117   7.80000
gp               48 117   3.20000
gn               48 117   4.60000
gnadjust         48 117   1.00000
gpadjust         48 117   1.00000
gadjust          48 117   1.00000
Risomer          48 117   1.00000
## parameters: 
##   photon strength function
gamgam           48 117   0.00005
gamgamadjust     48 117   1.00000
etable           48 117   0.00000 E1
ftable           48 117   1.00000 E1
wtable           48 117   1.08100 E1
etableadjust     48 117   0.00000 E1
ftableadjust     48 117   1.00000 E1
wtableadjust     48 117   1.00000 E1
upbendc          48 117 3.50000E-08 M1
upbende          48 117 8.00000E-01 M1
upbendf          48 117 6.00000E+00 M1
upbendcadjust    48 117 1.00000E+00 M1
upbendeadjust    48 117 1.00000E+00 M1
upbendfadjust    48 117 1.00000E+00 M1
sgr              48 117   1.587 M1
egr              48 117   8.139 M1
ggr              48 117   4.000 M1
sgradjust        48 117   1.000 M1
egradjust        48 117   1.000 M1
ggradjust        48 117   1.000 M1
etable           48 117   0.00000 E2
ftable           48 117   1.00000 E2
wtable           48 117   1.00000 E2
etableadjust     48 117   0.00000 E2
ftableadjust     48 117   1.00000 E2
wtableadjust     48 117   1.00000 E2
upbendc          48 117 0.00000E+00 M2
upbende          48 117 0.00000E+00 M2
upbendf          48 117 0.00000E+00 M2
upbendcadjust    48 117 1.00000E+00 M2
upbendeadjust    48 117 1.00000E+00 M2
upbendfadjust    48 117 1.00000E+00 M2
sgr              48 117   0.001 M2
egr              48 117   8.139 M2
ggr              48 117   4.000 M2
sgradjust        48 117   1.000 M2
egradjust        48 117   1.000 M2
ggradjust        48 117   1.000 M2
## residual:
##   Z: 50
##   A: 119
##   nuclide: Sn119 
## parameters: 
##   level density
a                50 119  15.85041
aadjust          50 119   1.00000
gammald          50 119   0.08805
pair             50 119   1.10004
Pshift           50 119   0.00000   0
Pshiftadjust     50 119   0.00000   0
deltaW           50 119   1.47016   0
T                50 119   0.66369   0
E0               50 119  -0.72302   0
Exmatch          50 119   5.65996   0
Tadjust          50 119   1.00000   0
E0adjust         50 119   1.00000   0
Exmatchadjust    50 119   1.00000   0
Ntop             50 119  16   0
Nlow             50 119   7   0
s2adjust         50 119   1.00000   0
ctable           50 119   0.00000   0
ptable           50 119   0.00000   0
ctableadjust     50 119   0.00000   0
ptableadjust     50 119   0.00000   0
Ufermi           50 119  30.00000   0
cfermi           50 119   5.00000   0
D0               50 119 7.00000E+02
g                50 119   7.93333
gp               50 119   3.33333
gn               50 119   4.60000
gnadjust         50 119   1.00000
gpadjust         50 119   1.00000
gadjust          50 119   1.00000
Risomer          50 119   1.00000
## parameters: 
##   photon strength function
gamgam           50 119   0.00005
gamgamadjust     50 119   1.00000
etable           50 119   0.00000 E1
ftable           50 119   1.00000 E1
wtable           50 119   1.08100 E1
etableadjust     50 119   0.00000 E1
ftableadjust     50 119   1.00000 E1
wtableadjust     50 119   1.00000 E1
upbendc          50 119 3.50000E-08 M1
upbende          50 119 8.00000E-01 M1
upbendf          50 119 6.00000E+00 M1
upbendcadjust    50 119 1.00000E+00 M1
upbendeadjust    50 119 1.00000E+00 M1
upbendfadjust    50 119 1.00000E+00 M1
sgr              50 119   1.610 M1
egr              50 119   8.116 M1
ggr              50 119   4.000 M1
sgradjust        50 119   1.000 M1
egradjust        50 119   1.000 M1
ggradjust        50 119   1.000 M1
etable           50 119   0.00000 E2
ftable           50 119   1.00000 E2
wtable           50 119   1.00000 E2
etableadjust     50 119   0.00000 E2
ftableadjust     50 119   1.00000 E2
wtableadjust     50 119   1.00000 E2
upbendc          50 119 0.00000E+00 M2
upbende          50 119 0.00000E+00 M2
upbendf          50 119 0.00000E+00 M2
upbendcadjust    50 119 1.00000E+00 M2
upbendeadjust    50 119 1.00000E+00 M2
upbendfadjust    50 119 1.00000E+00 M2
sgr              50 119   0.001 M2
egr              50 119   8.116 M2
ggr              50 119   4.000 M2
sgradjust        50 119   1.000 M2
egradjust        50 119   1.000 M2
ggradjust        50 119   1.000 M2
## residual:
##   Z: 49
##   A: 117
##   nuclide: In117 
## parameters: 
##   level density
a                49 117  18.50526
aadjust          49 117   1.00000
gammald          49 117   0.08855
pair             49 117   1.10940
Pshift           49 117   0.00000   0
Pshiftadjust     49 117   0.00000   0
deltaW           49 117   2.51587   0
T                49 117   0.49504   0
E0               49 117   0.13962   0
Exmatch          49 117   3.93198   0
Tadjust          49 117   1.00000   0
E0adjust         49 117   1.00000   0
Exmatchadjust    49 117   1.00000   0
Ntop             49 117  19   0
Nlow             49 117   5   0
s2adjust         49 117   1.00000   0
ctable           49 117   0.00000   0
ptable           49 117   0.00000   0
ctableadjust     49 117   0.00000   0
ptableadjust     49 117   0.00000   0
Ufermi           49 117  30.00000   0
cfermi           49 117   5.00000   0
g                49 117   7.80000
gp               49 117   3.26667
gn               49 117   4.53333
gnadjust         49 117   1.00000
gpadjust         49 117   1.00000
gadjust          49 117   1.00000
Risomer          49 117   1.00000
## parameters: 
##   photon strength function
gamgam           49 117   0.00000
gamgamadjust     49 117   1.00000
etable           49 117   0.00000 E1
ftable           49 117   1.00000 E1
wtable           49 117   1.08100 E1
etableadjust     49 117   0.00000 E1
ftableadjust     49 117   1.00000 E1
wtableadjust     49 117   1.00000 E1
upbendc          49 117 3.50000E-08 M1
upbende          49 117 8.00000E-01 M1
upbendf          49 117 6.00000E+00 M1
upbendcadjust    49 117 1.00000E+00 M1
upbendeadjust    49 117 1.00000E+00 M1
upbendfadjust    49 117 1.00000E+00 M1
sgr              49 117   1.587 M1
egr              49 117   8.139 M1
ggr              49 117   4.000 M1
sgradjust        49 117   1.000 M1
egradjust        49 117   1.000 M1
ggradjust        49 117   1.000 M1
etable           49 117   0.00000 E2
ftable           49 117   1.00000 E2
wtable           49 117   1.00000 E2
etableadjust     49 117   0.00000 E2
ftableadjust     49 117   1.00000 E2
wtableadjust     49 117   1.00000 E2
upbendc          49 117 0.00000E+00 M2
upbende          49 117 0.00000E+00 M2
upbendf          49 117 0.00000E+00 M2
upbendcadjust    49 117 1.00000E+00 M2
upbendeadjust    49 117 1.00000E+00 M2
upbendfadjust    49 117 1.00000E+00 M2
sgr              49 117   0.001 M2
egr              49 117   8.139 M2
ggr              49 117   4.000 M2
sgradjust        49 117   1.000 M2
egradjust        49 117   1.000 M2
ggradjust        49 117   1.000 M2
## residual:
##   Z: 48
##   A: 116
##   nuclide: Cd116 
## parameters: 
##   level density
a                48 116  17.45758
aadjust          48 116   1.00000
gammald          48 116   0.08880
pair             48 116   2.22834
Pshift           48 116   0.00000   0
Pshiftadjust     48 116   0.00000   0
deltaW           48 116   2.71670   0
T                48 116   0.62759   0
E0               48 116   0.21785   0
Exmatch          48 116   6.71423   0
Tadjust          48 116   1.00000   0
E0adjust         48 116   1.00000   0
Exmatchadjust    48 116   1.00000   0
Ntop             48 116  47   0
Nlow             48 116   7   0
s2adjust         48 116   1.00000   0
ctable           48 116   0.00000   0
ptable           48 116   0.00000   0
ctableadjust     48 116   0.00000   0
ptableadjust     48 116   0.00000   0
Ufermi           48 116  30.00000   0
cfermi           48 116   5.00000   0
g                48 116   7.73333
gp               48 116   3.20000
gn               48 116   4.53333
gnadjust         48 116   1.00000
gpadjust         48 116   1.00000
gadjust          48 116   1.00000
Risomer          48 116   1.00000
## parameters: 
##   photon strength function
gamgam           48 116   0.00000
gamgamadjust     48 116   1.00000
etable           48 116   0.00000 E1
ftable           48 116   1.00000 E1
wtable           48 116   1.08100 E1
etableadjust     48 116   0.00000 E1
ftableadjust     48 116   1.00000 E1
wtableadjust     48 116   1.00000 E1
upbendc          48 116 3.50000E-08 M1
upbende          48 116 8.00000E-01 M1
upbendf          48 116 6.00000E+00 M1
upbendcadjust    48 116 1.00000E+00 M1
upbendeadjust    48 116 1.00000E+00 M1
upbendfadjust    48 116 1.00000E+00 M1
sgr              48 116   1.576 M1
egr              48 116   8.151 M1
ggr              48 116   4.000 M1
sgradjust        48 116   1.000 M1
egradjust        48 116   1.000 M1
ggradjust        48 116   1.000 M1
etable           48 116   0.00000 E2
ftable           48 116   1.00000 E2
wtable           48 116   1.00000 E2
etableadjust     48 116   0.00000 E2
ftableadjust     48 116   1.00000 E2
wtableadjust     48 116   1.00000 E2
upbendc          48 116 0.00000E+00 M2
upbende          48 116 0.00000E+00 M2
upbendf          48 116 0.00000E+00 M2
upbendcadjust    48 116 1.00000E+00 M2
upbendeadjust    48 116 1.00000E+00 M2
upbendfadjust    48 116 1.00000E+00 M2
sgr              48 116   0.001 M2
egr              48 116   8.151 M2
ggr              48 116   4.000 M2
sgradjust        48 116   1.000 M2
egradjust        48 116   1.000 M2
ggradjust        48 116   1.000 M2
## residual:
##   Z: 48
##   A: 119
##   nuclide: Cd119 
## parameters: 
##   level density
a                48 119  17.84413
aadjust          48 119   1.00000
gammald          48 119   0.08805
pair             48 119   1.10004
Pshift           48 119   0.00000   0
Pshiftadjust     48 119   0.00000   0
deltaW           48 119   2.48831   0
T                48 119   0.57790   0
E0               48 119  -0.40530   0
Exmatch          48 119   4.87148   0
Tadjust          48 119   1.00000   0
E0adjust         48 119   1.00000   0
Exmatchadjust    48 119   1.00000   0
Ntop             48 119  16   0
Nlow             48 119   7   0
s2adjust         48 119   1.00000   0
ctable           48 119   0.00000   0
ptable           48 119   0.00000   0
ctableadjust     48 119   0.00000   0
ptableadjust     48 119   0.00000   0
Ufermi           48 119  30.00000   0
cfermi           48 119   5.00000   0
g                48 119   7.93333
gp               48 119   3.20000
gn               48 119   4.73333
gnadjust         48 119   1.00000
gpadjust         48 119   1.00000
gadjust          48 119   1.00000
Risomer          48 119   1.00000
## parameters: 
##   photon strength function
gamgam           48 119   0.00000
gamgamadjust     48 119   1.00000
etable           48 119   0.00000 E1
ftable           48 119   1.00000 E1
wtable           48 119   1.08100 E1
etableadjust     48 119   0.00000 E1
ftableadjust     48 119   1.00000 E1
wtableadjust     48 119   1.00000 E1
upbendc          48 119 3.50000E-08 M1
upbende          48 119 8.00000E-01 M1
upbendf          48 119 6.00000E+00 M1
upbendcadjust    48 119 1.00000E+00 M1
upbendeadjust    48 119 1.00000E+00 M1
upbendfadjust    48 119 1.00000E+00 M1
sgr              48 119   1.610 M1
egr              48 119   8.116 M1
ggr              48 119   4.000 M1
sgradjust        48 119   1.000 M1
egradjust        48 119   1.000 M1
ggradjust        48 119   1.000 M1
etable           48 119   0.00000 E2
ftable           48 119   1.00000 E2
wtable           48 119   1.00000 E2
etableadjust     48 119   0.00000 E2
ftableadjust     48 119   1.00000 E2
wtableadjust     48 119   1.00000 E2
upbendc          48 119 0.00000E+00 M2
upbende          48 119 0.00000E+00 M2
upbendf          48 119 0.00000E+00 M2
upbendcadjust    48 119 1.00000E+00 M2
upbendeadjust    48 119 1.00000E+00 M2
upbendfadjust    48 119 1.00000E+00 M2
sgr              48 119   0.001 M2
egr              48 119   8.116 M2
ggr              48 119   4.000 M2
sgradjust        48 119   1.000 M2
egradjust        48 119   1.000 M2
ggradjust        48 119   1.000 M2
## residual:
##   Z: 47
##   A: 117
##   nuclide: Ag117 
## parameters: 
##   level density
a                47 117  18.18700
aadjust          47 117   1.00000
gammald          47 117   0.08855
pair             47 117   1.10940
Pshift           47 117   0.00000   0
Pshiftadjust     47 117   0.00000   0
deltaW           47 117   3.33010   0
T                47 117   0.57869   0
E0               47 117  -0.58101   0
Exmatch          47 117   5.02470   0
Tadjust          47 117   1.00000   0
E0adjust         47 117   1.00000   0
Exmatchadjust    47 117   1.00000   0
Ntop             47 117  30   0
Nlow             47 117   2   0
s2adjust         47 117   1.00000   0
ctable           47 117   0.00000   0
ptable           47 117   0.00000   0
ctableadjust     47 117   0.00000   0
ptableadjust     47 117   0.00000   0
Ufermi           47 117  30.00000   0
cfermi           47 117   5.00000   0
g                47 117   7.80000
gp               47 117   3.13333
gn               47 117   4.66667
gnadjust         47 117   1.00000
gpadjust         47 117   1.00000
gadjust          47 117   1.00000
Risomer          47 117   1.00000
## parameters: 
##   photon strength function
gamgam           47 117   0.00000
gamgamadjust     47 117   1.00000
etable           47 117   0.00000 E1
ftable           47 117   1.00000 E1
wtable           47 117   1.08100 E1
etableadjust     47 117   0.00000 E1
ftableadjust     47 117   1.00000 E1
wtableadjust     47 117   1.00000 E1
upbendc          47 117 3.50000E-08 M1
upbende          47 117 8.00000E-01 M1
upbendf          47 117 6.00000E+00 M1
